id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;inversao_numero;inversao_nome;notas_ordenadas;notas_separadas;baixo_sugerido;mao_esquerda_sugerida;mao_direita_sugerida;oitava_referencia;observacoes;fonte
teclado-C13-2;teclado;C13;;C;Dó;décima terceira;1 3 5 b7 9 13;2;2ª inversão;E-G-A-A#-C-D;E|G|A|A#|C|D;E;C;E-G-A-A#-C-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C13-3;teclado;C13;;C;Dó;décima terceira;1 3 5 b7 9 13;3;3ª inversão;G-A-A#-C-D-E;G|A|A#|C|D|E;G;C;G-A-A#-C-D-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C13-4;teclado;C13;;C;Dó;décima terceira;1 3 5 b7 9 13;4;4ª inversão;A-A#-C-D-E-G;A|A#|C|D|E|G;A;C;A-A#-C-D-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C13-5;teclado;C13;;C;Dó;décima terceira;1 3 5 b7 9 13;5;5ª inversão;A#-C-D-E-G-A;A#|C|D|E|G|A;A#;C;A#-C-D-E-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Cm13-0;teclado;Cm13;;C;Dó;menor com décima terceira;1 b3 5 b7 9 13;0;posição fundamental;C-D-D#-G-A-A#;C|D|D#|G|A|A#;C;C;C-D-D#-G-A-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Cm13-1;teclado;Cm13;;C;Dó;menor com décima terceira;1 b3 5 b7 9 13;1;1ª inversão;D-D#-G-A-A#-C;D|D#|G|A|A#|C;D;C;D-D#-G-A-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Cm13-2;teclado;Cm13;;C;Dó;menor com décima terceira;1 b3 5 b7 9 13;2;2ª inversão;D#-G-A-A#-C-D;D#|G|A|A#|C|D;D#;C;D#-G-A-A#-C-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Cm13-3;teclado;Cm13;;C;Dó;menor com décima terceira;1 b3 5 b7 9 13;3;3ª inversão;G-A-A#-C-D-D#;G|A|A#|C|D|D#;G;C;G-A-A#-C-D-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Cm13-4;teclado;Cm13;;C;Dó;menor com décima terceira;1 b3 5 b7 9 13;4;4ª inversão;A-A#-C-D-D#-G;A|A#|C|D|D#|G;A;C;A-A#-C-D-D#-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Cm13-5;teclado;Cm13;;C;Dó;menor com décima terceira;1 b3 5 b7 9 13;5;5ª inversão;A#-C-D-D#-G-A;A#|C|D|D#|G|A;A#;C;A#-C-D-D#-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b5-0;teclado;C7b5;;C;Dó;sétima com quinta diminuta;1 3 b5 b7;0;posição fundamental;C-E-F#-A#;C|E|F#|A#;C;C;C-E-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b5-1;teclado;C7b5;;C;Dó;sétima com quinta diminuta;1 3 b5 b7;1;1ª inversão;E-F#-A#-C;E|F#|A#|C;E;C;E-F#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b5-2;teclado;C7b5;;C;Dó;sétima com quinta diminuta;1 3 b5 b7;2;2ª inversão;F#-A#-C-E;F#|A#|C|E;F#;C;F#-A#-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b5-3;teclado;C7b5;;C;Dó;sétima com quinta diminuta;1 3 b5 b7;3;3ª inversão;A#-C-E-F#;A#|C|E|F#;A#;C;A#-C-E-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#5-0;teclado;C7#5;;C;Dó;sétima com quinta aumentada;1 3 #5 b7;0;posição fundamental;C-E-G#-A#;C|E|G#|A#;C;C;C-E-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#5-1;teclado;C7#5;;C;Dó;sétima com quinta aumentada;1 3 #5 b7;1;1ª inversão;E-G#-A#-C;E|G#|A#|C;E;C;E-G#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#5-2;teclado;C7#5;;C;Dó;sétima com quinta aumentada;1 3 #5 b7;2;2ª inversão;G#-A#-C-E;G#|A#|C|E;G#;C;G#-A#-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#5-3;teclado;C7#5;;C;Dó;sétima com quinta aumentada;1 3 #5 b7;3;3ª inversão;A#-C-E-G#;A#|C|E|G#;A#;C;A#-C-E-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b9-0;teclado;C7b9;;C;Dó;sétima com nona menor;1 b9 3 5 b7;0;posição fundamental;C-C#-E-G-A#;C|C#|E|G|A#;C;C;C-C#-E-G-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b9-1;teclado;C7b9;;C;Dó;sétima com nona menor;1 b9 3 5 b7;1;1ª inversão;C#-E-G-A#-C;C#|E|G|A#|C;C#;C;C#-E-G-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b9-2;teclado;C7b9;;C;Dó;sétima com nona menor;1 b9 3 5 b7;2;2ª inversão;E-G-A#-C-C#;E|G|A#|C|C#;E;C;E-G-A#-C-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b9-3;teclado;C7b9;;C;Dó;sétima com nona menor;1 b9 3 5 b7;3;3ª inversão;G-A#-C-C#-E;G|A#|C|C#|E;G;C;G-A#-C-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7b9-4;teclado;C7b9;;C;Dó;sétima com nona menor;1 b9 3 5 b7;4;4ª inversão;A#-C-C#-E-G;A#|C|C#|E|G;A#;C;A#-C-C#-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#9-0;teclado;C7#9;;C;Dó;sétima com nona aumentada;1 #9 3 5 b7;0;posição fundamental;C-D#-E-G-A#;C|D#|E|G|A#;C;C;C-D#-E-G-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#9-1;teclado;C7#9;;C;Dó;sétima com nona aumentada;1 #9 3 5 b7;1;1ª inversão;D#-E-G-A#-C;D#|E|G|A#|C;D#;C;D#-E-G-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#9-2;teclado;C7#9;;C;Dó;sétima com nona aumentada;1 #9 3 5 b7;2;2ª inversão;E-G-A#-C-D#;E|G|A#|C|D#;E;C;E-G-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#9-3;teclado;C7#9;;C;Dó;sétima com nona aumentada;1 #9 3 5 b7;3;3ª inversão;G-A#-C-D#-E;G|A#|C|D#|E;G;C;G-A#-C-D#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C7#9-4;teclado;C7#9;;C;Dó;sétima com nona aumentada;1 #9 3 5 b7;4;4ª inversão;A#-C-D#-E-G;A#|C|D#|E|G;A#;C;A#-C-D#-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C5-0;teclado;C5;;C;Dó;quinta (power chord);1 5;0;posição fundamental;C-G;C|G;C;C;C-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C5-1;teclado;C5;;C;Dó;quinta (power chord);1 5;1;1ª inversão;G-C;G|C;G;C;G-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#-0;teclado;C#;Db;C#;Dó sustenido;maior;1 3 5;0;posição fundamental;C#-F-G#;C#|F|G#;C#;C#;C#-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#-1;teclado;C#;Db;C#;Dó sustenido;maior;1 3 5;1;1ª inversão;F-G#-C#;F|G#|C#;F;C#;F-G#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#-2;teclado;C#;Db;C#;Dó sustenido;maior;1 3 5;2;2ª inversão;G#-C#-F;G#|C#|F;G#;C#;G#-C#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#m-0;teclado;C#m;Dbm;C#;Dó sustenido;menor;1 b3 5;0;posição fundamental;C#-E-G#;C#|E|G#;C#;C#;C#-E-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#m-1;teclado;C#m;Dbm;C#;Dó sustenido;menor;1 b3 5;1;1ª inversão;E-G#-C#;E|G#|C#;E;C#;E-G#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#m-2;teclado;C#m;Dbm;C#;Dó sustenido;menor;1 b3 5;2;2ª inversão;G#-C#-E;G#|C#|E;G#;C#;G#-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#7-0;teclado;C#7;Db7;C#;Dó sustenido;sétima dominante;1 3 5 b7;0;posição fundamental;C#-F-G#-B;C#|F|G#|B;C#;C#;C#-F-G#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#7-1;teclado;C#7;Db7;C#;Dó sustenido;sétima dominante;1 3 5 b7;1;1ª inversão;F-G#-B-C#;F|G#|B|C#;F;C#;F-G#-B-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#7-2;teclado;C#7;Db7;C#;Dó sustenido;sétima dominante;1 3 5 b7;2;2ª inversão;G#-B-C#-F;G#|B|C#|F;G#;C#;G#-B-C#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#7-3;teclado;C#7;Db7;C#;Dó sustenido;sétima dominante;1 3 5 b7;3;3ª inversão;B-C#-F-G#;B|C#|F|G#;B;C#;B-C#-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#maj7-0;teclado;C#maj7;Dbmaj7;C#;Dó sustenido;sétima maior;1 3 5 7;0;posição fundamental;C#-F-G#-C;C#|F|G#|C;C#;C#;C#-F-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#maj7-1;teclado;C#maj7;Dbmaj7;C#;Dó sustenido;sétima maior;1 3 5 7;1;1ª inversão;F-G#-C-C#;F|G#|C|C#;F;C#;F-G#-C-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#maj7-2;teclado;C#maj7;Dbmaj7;C#;Dó sustenido;sétima maior;1 3 5 7;2;2ª inversão;G#-C-C#-F;G#|C|C#|F;G#;C#;G#-C-C#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#maj7-3;teclado;C#maj7;Dbmaj7;C#;Dó sustenido;sétima maior;1 3 5 7;3;3ª inversão;C-C#-F-G#;C|C#|F|G#;C;C#;C-C#-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#m7-0;teclado;C#m7;Dbm7;C#;Dó sustenido;menor com sétima;1 b3 5 b7;0;posição fundamental;C#-E-G#-B;C#|E|G#|B;C#;C#;C#-E-G#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#m7-1;teclado;C#m7;Dbm7;C#;Dó sustenido;menor com sétima;1 b3 5 b7;1;1ª inversão;E-G#-B-C#;E|G#|B|C#;E;C#;E-G#-B-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#m7-2;teclado;C#m7;Dbm7;C#;Dó sustenido;menor com sétima;1 b3 5 b7;2;2ª inversão;G#-B-C#-E;G#|B|C#|E;G#;C#;G#-B-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#m7-3;teclado;C#m7;Dbm7;C#;Dó sustenido;menor com sétima;1 b3 5 b7;3;3ª inversão;B-C#-E-G#;B|C#|E|G#;B;C#;B-C#-E-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#6-0;teclado;C#6;Db6;C#;Dó sustenido;sexta;1 3 5 6;0;posição fundamental;C#-F-G#-A#;C#|F|G#|A#;C#;C#;C#-F-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#6-1;teclado;C#6;Db6;C#;Dó sustenido;sexta;1 3 5 6;1;1ª inversão;F-G#-A#-C#;F|G#|A#|C#;F;C#;F-G#-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-C#6-2;teclado;C#6;Db6;C#;Dó sustenido;sexta;1 3 5 6;2;2ª inversão;G#-A#-C#-F;G#|A#|C#|F;G#;C#;G#-A#-C#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
